Time (s)   Thrust (N)   RPM
0.00474	3.01186	4742.47600
0.11761	3.39046	4687.50000
0.15216	3.39419	4724.65700
0.18688	3.38967	4748.26400
0.22160	3.39716	4690.35800
0.25629	3.39570	4721.79900
0.29099	3.40049	4751.15700
0.32572	3.40057	4718.94000
0.36042	3.40204	4745.37000
0.39514	3.39851	4748.26400
0.42983	3.39285	4718.94000
0.46452	3.40091	4748.26400
0.49925	3.39801	4684.64100
0.53397	3.39660	4768.51800
0.56866	3.40029	4745.37000
0.60337	3.39265	4718.94000
0.63809	3.39476	4745.37000
0.67279	3.39481	4681.78300
0.70750	3.39601	4721.79900
0.74221	3.39795	4739.58300
0.77692	3.39841	4739.58300
0.81162	3.40276	4701.79100
0.84635	3.39579	4681.78300
0.88106	3.39420	4713.22400
0.91576	3.39921	4736.69000
0.95057	3.38966	4739.58300
0.98520	3.38888	4733.79600
1.06363	3.39112	4678.92500
1.09835	3.39237	4739.58300
1.13304	3.39967	4707.50700
1.16776	3.39435	4736.69000
1.20246	3.39326	4676.06700
1.23718	3.40157	4707.50700
1.27188	3.39568	4676.06700
1.30658	3.40339	4710.36500
1.34129	3.39824	4730.90300
1.37601	3.39407	4667.49200
1.41071	3.39880	4698.93300
1.44543	3.40007	4725.11500
1.48014	3.40087	4673.20900
1.51485	3.40142	4696.07400
1.54956	3.40382	4725.11500
1.58427	3.40043	4698.93300
1.61896	3.40067	4728.00900
1.65368	3.40079	4722.22200
1.68840	3.39786	4696.07400
1.72311	3.40669	4725.11500
1.75782	3.40267	4728.00900
1.79254	3.40516	4756.94500
1.82724	3.40699	4728.00900
1.86195	3.41041	4728.00900
1.89667	3.41382	4704.64900
1.93136	3.41049	4728.00900
1.96607	3.40923	4759.83800
2.00079	3.40460	4725.11500
2.03550	3.41029	4728.00900
2.07020	3.40787	4698.93300
2.10492	3.40966	4725.11500
2.13963	3.41259	4725.11500
2.17433	3.40853	4751.15700
2.20905	3.41045	4719.32900
2.24376	3.41203	4687.50000
2.27846	3.40880	4722.22200
2.31317	3.40830	4722.22200
2.34788	3.41041	4684.64100
2.38260	3.40676	4716.43500
2.41731	3.41254	4713.54100
2.45202	3.40691	4745.37000
2.48672	3.41390	4716.43500
2.52143	3.40750	4716.43500
2.55614	3.41747	4667.49200
2.59085	3.40790	4713.54100
2.62557	3.40951	4681.78300
2.66027	3.41610	4713.54100
2.69499	3.41523	4719.32900
2.72969	3.41733	4742.47600
2.76441	3.41439	4713.54100
2.79912	3.41655	4658.91700
2.83383	3.41045	4687.50000
2.86855	3.41878	4719.32900
2.94717	3.41588	4719.32900
2.98189	3.42428	4687.50000
3.01660	3.41837	4716.43500
3.05133	3.41442	4684.64100
3.08602	3.41217	4713.54100
3.12074	3.41142	4710.64800
3.15544	3.41292	4687.50000
3.19016	3.41668	4713.54100
3.22486	3.41791	4710.64800
3.25957	3.41134	4739.58300
3.29428	3.40389	4656.05900
3.32899	3.40739	4684.64100
3.36369	3.40441	4710.64800
3.39841	3.40530	4710.64800
3.43312	3.40618	4736.69000
3.46783	3.40435	4716.43500
3.50252	3.40629	4710.64800
3.53723	3.40463	4739.58300
3.57194	3.40760	4710.64800
3.60666	3.41004	4653.20100
3.64137	3.40515	4676.06700
3.67606	3.40977	4713.54100
3.71077	3.40609	4678.92500
3.74548	3.40935	4713.54100
3.78021	3.40714	4710.64800
3.81490	3.40482	4745.37000
3.84962	3.40226	4716.43500
3.88432	3.40432	4710.64800
3.91903	3.40183	4713.54100
3.99732	3.40987	4661.77600
4.03201	3.40113	4658.91700
4.06672	3.40400	4690.35800
4.10143	3.39992	4722.22200
4.13614	3.40482	4693.21700
4.17085	3.41125	4658.91700
4.20555	3.41152	4722.22200
4.24026	3.40606	4687.50000
4.27496	3.40150	4713.54100
4.30967	3.40382	4710.64800
4.34438	3.41015	4736.69000
4.37909	3.41175	4658.91700
4.41378	3.40390	4687.50000
4.44850	3.41583	4716.43500
4.48320	3.40935	4719.32900
4.51791	3.41076	4748.26400
4.55262	3.41241	4656.05900
4.58734	3.41346	4656.05900
4.62206	3.41606	4684.64100
4.65675	3.40546	4713.54100
4.69145	3.40852	4713.54100
4.72617	3.41165	4739.58300
4.76086	3.41443	4713.54100
4.79557	3.41914	4690.35800
4.83028	3.41517	4707.75500
4.86499	3.40968	4653.20100
4.89970	3.40838	4684.64100
4.93440	3.41009	4707.75500
4.96911	3.40814	4707.75500
5.00422	3.40806	4736.69000
5.03859	3.31438	4628.90600
5.11681	3.29072	4613.33000
5.19515	3.25036	4584.96100
5.22985	3.26405	4628.16400
5.26454	3.25136	4622.23100
5.29926	3.25397	4579.10100
5.33397	3.25300	4622.23100
5.36867	3.25169	4558.59400
5.40339	3.25461	4590.82000
5.43809	3.25578	4619.26400
5.47281	3.25959	4619.26400
5.50752	3.25266	4651.89800
5.54222	3.25266	4567.38300
5.57694	3.25240	4622.23100
5.61165	3.25981	4593.75000
5.64635	3.25935	4628.16400
5.68105	3.25937	4619.26400
5.71576	3.25496	4590.82000
5.75048	3.25324	4616.29800
5.78520	3.24834	4561.52300
5.81990	3.25805	4587.89000
5.85460	3.25239	4619.26400
5.88932	3.25661	4613.33000
5.92402	3.25361	4587.89000
5.95873	3.26001	4552.73400
5.99344	3.25022	4622.23100
6.02815	3.25819	4642.99800
