Simulated control sequence with PD control:
Sequence steps: [0, 10, -10, 5, -5] 
Kp = 0.7213012910520777
Kd = 0.39466422611731
Limitations of the gamma control: +/- 8
Optimization solver: Nelder-Mead
Cost function type: penalty
Time(s)	Roll(deg)	Error	Control_cmd	gamma_L	gamma_R	target
3.49500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.49750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.50000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.50250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.50500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.50750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.51000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.51250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.51500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.51750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.52000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.52250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.52500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.52750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.53000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.53250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.53500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.53750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.54000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.54250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.54500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.54750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.55000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.55250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.55500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.55750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.56000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.56250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.56500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.56750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.57000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.57250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.57500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.57750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.58000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.58250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.58500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.58750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.59000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.59250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.59500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.59750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.60000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.60250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.60500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.60750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.61000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.61250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.61500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.61750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.62000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.62250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.62500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.62750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.63000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.63250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.63500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.63750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.64000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.64250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.64500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.64750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.65000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.65250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.65500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.65750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.66000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.66250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.66500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.66750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.67000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.67250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.67500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.67750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.68000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.68250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.68500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.68750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.69000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.69250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.69500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.69750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.70000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.70250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.70500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.70750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.71000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.71250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.71500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.71750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.72000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.72250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.72500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.72750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.73000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.73250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.73500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.73750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.74000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.74250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.74500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.74750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.75000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.75250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.75500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.75750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.76000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.76250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.76500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.76750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.77000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.77250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.77500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.77750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.78000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.78250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.78500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.78750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.79000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.79250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.79500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.79750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.80000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.80250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.80500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.80750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.81000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.81250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.81500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.81750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.82000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.82250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.82500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.82750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.83000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.83250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.83500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.83750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.84000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.84250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.84500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.84750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.85000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.85250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.85500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.85750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.86000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.86250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.86500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.86750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.87000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.87250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.87500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.87750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.88000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.88250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.88500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.88750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.89000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.89250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.89500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.89750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.90000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.90250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.90500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.90750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.91000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.91250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.91500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.91750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.92000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.92250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.92500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.92750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.93000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.93250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.93500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.93750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.94000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.94250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.94500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.94750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.95000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.95250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.95500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.95750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.96000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.96250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.96500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.96750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.97000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.97250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.97500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.97750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.98000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.98250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.98500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.98750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.99000	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.99250	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.99500	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
3.99750	0.00000	0.00000	1.54348	39.22826	40.77174	0.00000
4.00000	0.00000	0.00000	-4.94121	42.47060	37.52940	10.00000
4.00250	0.00000	-10.00000	-12.94121	46.47060	33.52940	10.00000
4.00500	0.00001	-10.00000	-12.94121	46.47060	33.52940	10.00000
4.00750	0.00003	-9.99999	-12.30926	46.15463	33.84537	10.00000
4.01000	0.00006	-9.99997	-12.15308	46.07654	33.92346	10.00000
4.01250	0.00011	-9.99994	-12.14934	46.07467	33.92533	10.00000
4.01500	0.00018	-9.99989	-12.14628	46.07314	33.92686	10.00000
4.01750	0.00029	-9.99982	-12.14233	46.07116	33.92884	10.00000
4.02000	0.00043	-9.99971	-12.13739	46.06870	33.93130	10.00000
4.02250	0.00062	-9.99957	-12.13143	46.06571	33.93429	10.00000
4.02500	0.00086	-9.99938	-12.12440	46.06220	33.93780	10.00000
4.02750	0.00115	-9.99914	-12.11626	46.05813	33.94187	10.00000
4.03000	0.00151	-9.99885	-12.10700	46.05350	33.94650	10.00000
4.03250	0.00194	-9.99849	-12.09658	46.04829	33.95171	10.00000
4.03500	0.00245	-9.99806	-12.08500	46.04250	33.95750	10.00000
4.03750	0.00304	-9.99755	-12.07223	46.03612	33.96388	10.00000
4.04000	0.00373	-9.99696	-12.05828	46.02914	33.97086	10.00000
4.04250	0.00452	-9.99627	-12.04312	46.02156	33.97844	10.00000
4.04500	0.00541	-9.99548	-12.02677	46.01339	33.98661	10.00000
4.04750	0.00642	-9.99459	-12.00921	46.00461	33.99539	10.00000
4.05000	0.00755	-9.99358	-11.99045	45.99523	34.00477	10.00000
4.05250	0.00881	-9.99245	-11.97049	45.98525	34.01475	10.00000
4.05500	0.01021	-9.99119	-11.94933	45.97467	34.02533	10.00000
4.05750	0.01174	-9.98979	-11.92698	45.96349	34.03651	10.00000
4.06000	0.01343	-9.98826	-11.90344	45.95172	34.04828	10.00000
4.06250	0.01527	-9.98657	-11.87872	45.93936	34.06064	10.00000
4.06500	0.01727	-9.98473	-11.85283	45.92641	34.07359	10.00000
4.06750	0.01944	-9.98273	-11.82577	45.91288	34.08712	10.00000
4.07000	0.02179	-9.98056	-11.79756	45.89878	34.10122	10.00000
4.07250	0.02432	-9.97821	-11.76820	45.88410	34.11590	10.00000
4.07500	0.02704	-9.97568	-11.73771	45.86886	34.13114	10.00000
4.07750	0.02995	-9.97296	-11.70611	45.85305	34.14695	10.00000
4.08000	0.03306	-9.97005	-11.67339	45.83669	34.16331	10.00000
4.08250	0.03638	-9.96694	-11.63957	45.81979	34.18021	10.00000
4.08500	0.03991	-9.96362	-11.60467	45.80234	34.19766	10.00000
4.08750	0.04365	-9.96009	-11.56871	45.78435	34.21565	10.00000
4.09000	0.04762	-9.95635	-11.53168	45.76584	34.23416	10.00000
4.09250	0.05182	-9.95238	-11.49362	45.74681	34.25319	10.00000
4.09500	0.05625	-9.94818	-11.45453	45.72726	34.27274	10.00000
4.09750	0.06092	-9.94375	-11.41442	45.70721	34.29279	10.00000
4.10000	0.06584	-9.93908	-11.37332	45.68666	34.31334	10.00000
4.10250	0.07100	-9.93416	-11.33124	45.66562	34.33438	10.00000
4.10500	0.07642	-9.92900	-11.28819	45.64409	34.35591	10.00000
4.10750	0.08209	-9.92358	-11.24419	45.62209	34.37791	10.00000
4.11000	0.08803	-9.91791	-11.19925	45.59963	34.40037	10.00000
4.11250	0.09424	-9.91197	-11.15340	45.57670	34.42330	10.00000
4.11500	0.10072	-9.90576	-11.10664	45.55332	34.44668	10.00000
4.11750	0.10748	-9.89928	-11.05899	45.52950	34.47050	10.00000
4.12000	0.11452	-9.89252	-11.01048	45.50524	34.49476	10.00000
4.12250	0.12184	-9.88548	-10.96111	45.48055	34.51945	10.00000
4.12500	0.12945	-9.87816	-10.91090	45.45545	34.54455	10.00000
4.12750	0.13735	-9.87055	-10.85987	45.42993	34.57007	10.00000
4.13000	0.14555	-9.86265	-10.80803	45.40401	34.59599	10.00000
4.13250	0.15405	-9.85445	-10.75540	45.37770	34.62230	10.00000
4.13500	0.16285	-9.84595	-10.70200	45.35100	34.64900	10.00000
4.13750	0.17196	-9.83715	-10.64785	45.32392	34.67608	10.00000
4.14000	0.18137	-9.82804	-10.59295	45.29648	34.70352	10.00000
4.14250	0.19110	-9.81863	-10.53733	45.26867	34.73133	10.00000
4.14500	0.20115	-9.80890	-10.48100	45.24050	34.75950	10.00000
4.14750	0.21151	-9.79885	-10.42398	45.21199	34.78801	10.00000
4.15000	0.22219	-9.78849	-10.36629	45.18314	34.81686	10.00000
4.15250	0.23320	-9.77781	-10.30794	45.15397	34.84603	10.00000
4.15500	0.24453	-9.76680	-10.24894	45.12447	34.87553	10.00000
4.15750	0.25619	-9.75547	-10.18932	45.09466	34.90534	10.00000
4.16000	0.26818	-9.74381	-10.12909	45.06454	34.93546	10.00000
4.16250	0.28051	-9.73182	-10.06826	45.03413	34.96587	10.00000
4.16500	0.29317	-9.71949	-10.00685	45.00343	34.99657	10.00000
4.16750	0.30616	-9.70683	-9.94488	44.97244	35.02756	10.00000
4.17000	0.31950	-9.69384	-9.88237	44.94118	35.05882	10.00000
4.17250	0.33317	-9.68050	-9.81932	44.90966	35.09034	10.00000
4.17500	0.34719	-9.66683	-9.75576	44.87788	35.12212	10.00000
4.17750	0.36155	-9.65281	-9.69169	44.84585	35.15415	10.00000
4.18000	0.37625	-9.63845	-9.62714	44.81357	35.18643	10.00000
4.18250	0.39130	-9.62375	-9.56212	44.78106	35.21894	10.00000
4.18500	0.40670	-9.60870	-9.49665	44.74832	35.25168	10.00000
4.18750	0.42244	-9.59330	-9.43074	44.71537	35.28463	10.00000
4.19000	0.43854	-9.57756	-9.36440	44.68220	35.31780	10.00000
4.19250	0.45498	-9.56146	-9.29765	44.64883	35.35117	10.00000
4.19500	0.47178	-9.54502	-9.23051	44.61525	35.38475	10.00000
4.19750	0.48893	-9.52822	-9.16299	44.58149	35.41851	10.00000
4.20000	0.50643	-9.51107	-9.09510	44.54755	35.45245	10.00000
4.20250	0.52428	-9.49357	-9.02686	44.51343	35.48657	10.00000
4.20500	0.54249	-9.47572	-8.95828	44.47914	35.52086	10.00000
4.20750	0.56104	-9.45751	-8.88939	44.44469	35.55531	10.00000
4.21000	0.57996	-9.43896	-8.82018	44.41009	35.58991	10.00000
4.21250	0.59923	-9.42004	-8.75068	44.37534	35.62466	10.00000
4.21500	0.61885	-9.40077	-8.68090	44.34045	35.65955	10.00000
4.21750	0.63882	-9.38115	-8.61085	44.30543	35.69457	10.00000
4.22000	0.65915	-9.36118	-8.54055	44.27028	35.72972	10.00000
4.22250	0.67984	-9.34085	-8.47001	44.23501	35.76499	10.00000
4.22500	0.70087	-9.32016	-8.39925	44.19963	35.80037	10.00000
4.22750	0.72226	-9.29913	-8.32827	44.16414	35.83586	10.00000
4.23000	0.74400	-9.27774	-8.25710	44.12855	35.87145	10.00000
4.23250	0.76610	-9.25600	-8.18573	44.09287	35.90713	10.00000
4.23500	0.78855	-9.23390	-8.11420	44.05710	35.94290	10.00000
4.23750	0.81134	-9.21145	-8.04250	44.02125	35.97875	10.00000
4.24000	0.83449	-9.18866	-7.97066	43.98533	36.01467	10.00000
4.24250	0.85799	-9.16551	-7.89868	43.94934	36.05066	10.00000
4.24500	0.88183	-9.14201	-7.82658	43.91329	36.08671	10.00000
4.24750	0.90602	-9.11817	-7.75437	43.87719	36.12281	10.00000
4.25000	0.93056	-9.09398	-7.68206	43.84103	36.15897	10.00000
4.25250	0.95545	-9.06944	-7.60967	43.80484	36.19516	10.00000
4.25500	0.98068	-9.04455	-7.53720	43.76860	36.23140	10.00000
4.25750	1.00625	-9.01932	-7.46468	43.73234	36.26766	10.00000
4.26000	1.03216	-8.99375	-7.39210	43.69605	36.30395	10.00000
4.26250	1.05841	-8.96784	-7.31948	43.65974	36.34026	10.00000
4.26500	1.08501	-8.94159	-7.24684	43.62342	36.37658	10.00000
4.26750	1.11194	-8.91499	-7.17418	43.58709	36.41291	10.00000
4.27000	1.13920	-8.88806	-7.10152	43.55076	36.44924	10.00000
4.27250	1.16680	-8.86080	-7.02886	43.51443	36.48557	10.00000
4.27500	1.19473	-8.83320	-6.95623	43.47811	36.52189	10.00000
4.27750	1.22299	-8.80527	-6.88363	43.44182	36.55818	10.00000
4.28000	1.25158	-8.77701	-6.81108	43.40554	36.59446	10.00000
4.28250	1.28050	-8.74842	-6.73860	43.36930	36.63070	10.00000
4.28500	1.30974	-8.71950	-6.66619	43.33309	36.66691	10.00000
4.28750	1.33930	-8.69026	-6.59386	43.29693	36.70307	10.00000
4.29000	1.36919	-8.66070	-6.52163	43.26081	36.73919	10.00000
4.29250	1.39939	-8.63081	-6.44950	43.22475	36.77525	10.00000
4.29500	1.42991	-8.60061	-6.37748	43.18874	36.81126	10.00000
4.29750	1.46074	-8.57009	-6.30558	43.15279	36.84721	10.00000
4.30000	1.49188	-8.53926	-6.23382	43.11691	36.88309	10.00000
4.30250	1.52333	-8.50812	-6.16219	43.08109	36.91891	10.00000
4.30500	1.55509	-8.47667	-6.09071	43.04535	36.95465	10.00000
4.30750	1.58716	-8.44491	-6.01938	43.00969	36.99031	10.00000
4.31000	1.61952	-8.41284	-5.94822	42.97411	37.02589	10.00000
4.31250	1.65218	-8.38048	-5.87723	42.93861	37.06139	10.00000
4.31500	1.68515	-8.34782	-5.80642	42.90321	37.09679	10.00000
4.31750	1.71840	-8.31485	-5.73580	42.86790	37.13210	10.00000
4.32000	1.75195	-8.28160	-5.66537	42.83269	37.16731	10.00000
4.32250	1.78578	-8.24805	-5.59515	42.79758	37.20242	10.00000
4.32500	1.81990	-8.21422	-5.52515	42.76257	37.23743	10.00000
4.32750	1.85431	-8.18010	-5.45536	42.72768	37.27232	10.00000
4.33000	1.88899	-8.14569	-5.38580	42.69290	37.30710	10.00000
4.33250	1.92396	-8.11101	-5.31648	42.65824	37.34176	10.00000
4.33500	1.95920	-8.07604	-5.24740	42.62370	37.37630	10.00000
4.33750	1.99471	-8.04080	-5.17857	42.58929	37.41071	10.00000
4.34000	2.03049	-8.00529	-5.11000	42.55500	37.44500	10.00000
4.34250	2.06653	-7.96951	-5.04170	42.52085	37.47915	10.00000
4.34500	2.10284	-7.93347	-4.97367	42.48684	37.51316	10.00000
4.34750	2.13941	-7.89716	-4.90593	42.45296	37.54704	10.00000
4.35000	2.17624	-7.86059	-4.83847	42.41923	37.58077	10.00000
4.35250	2.21332	-7.82376	-4.77130	42.38565	37.61435	10.00000
4.35500	2.25065	-7.78668	-4.70444	42.35222	37.64778	10.00000
4.35750	2.28823	-7.74935	-4.63789	42.31894	37.68106	10.00000
4.36000	2.32605	-7.71177	-4.57165	42.28583	37.71417	10.00000
4.36250	2.36412	-7.67395	-4.50574	42.25287	37.74713	10.00000
4.36500	2.40242	-7.63588	-4.44016	42.22008	37.77992	10.00000
4.36750	2.44096	-7.59758	-4.37491	42.18746	37.81254	10.00000
4.37000	2.47973	-7.55904	-4.31001	42.15501	37.84499	10.00000
4.37250	2.51873	-7.52027	-4.24546	42.12273	37.87727	10.00000
4.37500	2.55795	-7.48127	-4.18126	42.09063	37.90937	10.00000
4.37750	2.59740	-7.44205	-4.11743	42.05871	37.94129	10.00000
4.38000	2.63706	-7.40260	-4.05396	42.02698	37.97302	10.00000
4.38250	2.67694	-7.36294	-3.99087	41.99543	38.00457	10.00000
4.38500	2.71703	-7.32306	-3.92815	41.96408	38.03592	10.00000
4.38750	2.75733	-7.28297	-3.86583	41.93291	38.06709	10.00000
4.39000	2.79783	-7.24267	-3.80389	41.90195	38.09805	10.00000
4.39250	2.83854	-7.20217	-3.74235	41.87118	38.12882	10.00000
4.39500	2.87944	-7.16146	-3.68122	41.84061	38.15939	10.00000
4.39750	2.92054	-7.12056	-3.62049	41.81025	38.18975	10.00000
4.40000	2.96182	-7.07946	-3.56018	41.78009	38.21991	10.00000
4.40250	3.00330	-7.03818	-3.50028	41.75014	38.24986	10.00000
4.40500	3.04496	-6.99670	-3.44081	41.72041	38.27959	10.00000
4.40750	3.08680	-6.95504	-3.38177	41.69089	38.30911	10.00000
4.41000	3.12881	-6.91320	-3.32317	41.66158	38.33842	10.00000
4.41250	3.17100	-6.87119	-3.26500	41.63250	38.36750	10.00000
4.41500	3.21335	-6.82900	-3.20727	41.60364	38.39636	10.00000
4.41750	3.25588	-6.78665	-3.15000	41.57500	38.42500	10.00000
4.42000	3.29856	-6.74412	-3.09317	41.54659	38.45341	10.00000
4.42250	3.34140	-6.70144	-3.03680	41.51840	38.48160	10.00000
4.42500	3.38440	-6.65860	-2.98090	41.49045	38.50955	10.00000
4.42750	3.42755	-6.61560	-2.92546	41.46273	38.53727	10.00000
4.43000	3.47085	-6.57245	-2.87049	41.43524	38.56476	10.00000
4.43250	3.51429	-6.52915	-2.81599	41.40800	38.59200	10.00000
4.43500	3.55787	-6.48571	-2.76197	41.38099	38.61901	10.00000
4.43750	3.60158	-6.44213	-2.70843	41.35422	38.64578	10.00000
4.44000	3.64543	-6.39842	-2.65538	41.32769	38.67231	10.00000
4.44250	3.68941	-6.35457	-2.60282	41.30141	38.69859	10.00000
4.44500	3.73351	-6.31059	-2.55074	41.27537	38.72463	10.00000
4.44750	3.77773	-6.26649	-2.49917	41.24958	38.75042	10.00000
4.45000	3.82208	-6.22227	-2.44809	41.22405	38.77595	10.00000
4.45250	3.86653	-6.17792	-2.39752	41.19876	38.80124	10.00000
4.45500	3.91110	-6.13347	-2.34745	41.17372	38.82628	10.00000
