Time (s)   Thrust (N)   RPM
0.00031	0.00000	4615.60500
0.00419	0.00000	4615.60500
0.00804	0.00000	4615.60500
0.01189	0.00000	4615.60500
0.01572	0.00000	4598.35100
0.01956	0.00000	4598.35100
0.02339	0.00000	4598.35100
0.02723	0.00000	4598.35100
0.03106	0.00000	4598.35100
0.03489	0.00000	4545.71800
0.03873	0.00000	4545.71800
0.04256	0.00000	4545.71800
0.04640	0.00000	4545.71800
0.05023	0.00000	4545.71800
0.05406	0.00000	4545.71800
0.05789	0.00000	4299.88000
0.06172	0.00000	4299.88000
0.06555	0.00000	4299.88000
0.06937	0.00000	4299.88000
0.07320	0.00000	4299.88000
0.07702	0.00000	4107.89700
0.08085	0.00000	4107.89700
0.08468	0.00000	4107.89700
0.08851	0.00000	4107.89700
0.09233	0.00000	4107.89700
0.09615	0.00000	3919.27000
0.09998	0.00000	3919.27000
0.10381	0.00000	3919.27000
0.10764	0.00000	3919.27000
0.11148	0.00000	3773.77700
0.11540	0.00000	3773.77700
0.11926	0.00000	3773.77700
0.12308	0.00000	3773.77700
0.12693	0.00000	3773.77700
0.13076	0.00000	3638.88900
0.13459	0.00000	3638.88900
0.13841	0.00000	3638.88900
0.14223	0.00000	3638.88900
0.14605	0.00000	3520.99200
0.14987	0.00000	3520.99200
0.15368	0.00000	3520.99200
0.15751	0.00000	3520.99200
0.16133	0.00000	3520.99200
0.16515	0.00000	3386.62800
0.16898	0.00000	3386.62800
0.17281	0.00000	3386.62800
0.17663	0.00000	3386.62800
0.18046	0.00000	3273.86800
0.18429	0.00000	3273.86800
0.18813	0.00000	3273.86800
0.19195	0.00000	3273.86800
0.19577	0.00000	3273.86800
0.19960	0.00000	3191.25000
0.20343	0.00000	3191.25000
0.20727	0.00000	3191.25000
0.21109	0.00000	3191.25000
0.21491	0.00000	3119.87700
0.21873	0.00000	3119.87700
0.22257	0.00000	3119.87700
0.22639	0.00000	3119.87700
0.23022	0.00000	3025.56800
0.23405	0.00000	3025.56800
0.23788	0.00000	3025.56800
0.24171	0.00000	3025.56800
0.24554	0.00000	2933.59300
0.24936	0.00000	2933.59300
0.25318	0.00000	2933.59300
0.25700	0.00000	2933.59300
0.26083	0.00000	2880.03100
0.26465	0.00000	2880.03100
0.26848	0.00000	2880.03100
0.27231	0.00000	2880.03100
0.27613	0.00000	2804.48700
0.27996	0.00000	2804.48700
0.28379	0.00000	2804.48700
0.28761	0.00000	2804.48700
0.29145	0.00000	2767.66300
0.29527	0.00000	2767.66300
0.29910	0.00000	2767.66300
0.30293	0.00000	2767.66300
0.30676	0.00000	2690.21700
0.31059	0.00000	2690.21700
0.31442	0.00000	2690.21700
0.31824	0.00000	2690.21700
0.32207	0.00000	2639.80200
0.32589	0.00000	2639.80200
0.32971	0.00000	2639.80200
0.33354	0.00000	2639.80200
0.33737	0.00000	2596.79200
0.34119	0.00000	2596.79200
0.34500	0.00000	2596.79200
0.34883	0.00000	2596.79200
0.35265	0.00000	2557.19800
0.35648	0.00000	2557.19800
0.36030	0.00000	2557.19800
0.36412	0.00000	2557.19800
0.36796	0.00000	2516.89100
0.37178	0.00000	2516.89100
0.37560	0.00000	2516.89100
0.37943	0.00000	2467.32900
0.38325	0.00000	2467.32900
0.38708	0.00000	2467.32900
0.39090	0.00000	2467.32900
0.39473	0.00000	2416.19300
0.39856	0.00000	2416.19300
0.40238	0.00000	2416.19300
0.40622	0.00000	2416.19300
0.41004	0.00000	2403.95600
0.41387	0.00000	2403.95600
0.41770	0.00000	2403.95600
0.42152	0.00000	2403.95600
0.42534	0.00000	2356.65100
0.42916	0.00000	2356.65100
0.43298	0.00000	2356.65100
0.43682	0.00000	2322.04800
0.44064	0.00000	2322.04800
0.44446	0.00000	2322.04800
0.44828	0.00000	2322.04800
0.45210	0.00000	2304.32200
0.45593	0.00000	2304.32200
0.45975	0.00000	2304.32200
0.46357	0.00000	2304.32200
0.46739	0.00000	2273.65600
0.47122	0.00000	2273.65600
0.47504	0.00000	2273.65600
0.47888	0.00000	2273.65600
0.48270	0.00000	2238.60900
0.48652	0.00000	2238.60900
0.49034	0.00000	2238.60900
0.49417	0.00000	2194.80100
0.49801	0.00000	2194.80100
0.50185	0.00000	2194.80100
0.50567	0.00000	2194.80100
0.50950	0.00000	2193.39600
0.51332	0.00000	2193.39600
0.51715	0.00000	2193.39600
0.52096	0.00000	2193.39600
0.52479	0.00000	2158.01800
0.52858	0.00000	2158.01800
0.53240	0.00000	2158.01800
0.53623	0.00000	2147.32100
0.54005	0.00000	2147.32100
0.54388	0.00000	2147.32100
0.54770	0.00000	2147.32100
0.55153	0.00000	2129.46400
0.55536	0.00000	2129.46400
0.55918	0.00000	2129.46400
0.56300	0.00000	2129.46400
0.56683	0.00000	2098.21400
0.57065	0.00000	2098.21400
0.57448	0.00000	2098.21400
0.57831	0.00000	2082.33100
0.58213	0.00000	2082.33100
0.58595	0.00000	2082.33100
0.58977	0.00000	2082.33100
0.59359	0.00000	2073.31700
0.59741	0.00000	2073.31700
0.60123	0.00000	2073.31700
0.60506	0.00000	2057.03800
0.60888	0.00000	2057.03800
0.61271	0.00000	2057.03800
0.61654	0.00000	2057.03800
0.62037	0.00000	2032.75200
0.62419	0.00000	2032.75200
0.62801	0.00000	2032.75200
0.63183	0.00000	2032.75200
0.63565	0.00000	2005.70900
0.63947	0.00000	2005.70900
0.64329	0.00000	2005.70900
0.64712	0.00000	1997.87600
0.65094	0.00000	1997.87600
0.65477	0.00000	1997.87600
0.65859	0.00000	1997.87600
0.66242	0.00000	1974.15800
0.66624	0.00000	1974.15800
0.67006	0.00000	1974.15800
0.67389	0.00000	1980.69800
0.67772	0.00000	1980.69800
0.68154	0.00000	1980.69800
0.68536	0.00000	1980.69800
0.68918	0.00000	1961.46800
0.69300	0.00000	1961.46800
0.69683	0.00000	1961.46800
0.70065	0.00000	1925.06000
0.70448	0.00000	1925.06000
0.70829	0.00000	1925.06000
0.71211	0.00000	1925.06000
0.71594	0.00000	1929.61100
0.71977	0.00000	1929.61100
0.72358	0.00000	1929.61100
0.72741	0.00000	1916.36000
0.73124	0.00000	1916.36000
0.73506	0.00000	1916.36000
0.73889	0.00000	1916.36000
0.74271	0.00000	1911.76400
0.74653	0.00000	1911.76400
0.75036	0.00000	1911.76400
0.75418	0.00000	1897.97800
0.75800	0.00000	1897.97800
0.76182	0.00000	1897.97800
0.76565	0.00000	1897.97800
0.76947	0.00000	1898.20500
0.77330	0.00000	1898.20500
0.77712	0.00000	1898.20500
0.78095	0.00000	1898.20500
0.78477	0.00000	1898.20500
0.78858	0.00000	1898.20500
0.79240	0.00000	1898.20500
0.79623	0.00000	1870.35800
0.80005	0.00000	1870.35800
0.80387	0.00000	1870.35800
0.80770	0.00000	1870.35800
0.81153	0.00000	1879.64100
0.81535	0.00000	1879.64100
0.81918	0.00000	1879.64100
0.82299	0.00000	1856.43500
0.82683	0.00000	1856.43500
0.83065	0.00000	1856.43500
0.83447	0.00000	1856.43500
0.83830	0.00000	1833.63900
0.84212	0.00000	1833.63900
0.84595	0.00000	1833.63900
0.84978	0.00000	1837.87100
0.85360	0.00000	1837.87100
0.85744	0.00000	1837.87100
0.86127	0.00000	1837.87100
0.86509	0.00000	1833.23000
0.86893	0.00000	1833.23000
0.87275	0.00000	1833.23000
0.87658	0.00000	1823.94800
0.88041	0.00000	1823.94800
0.88423	0.00000	1823.94800
0.88806	0.00000	1823.94800
0.89188	0.00000	1810.02400
0.89572	0.00000	1810.02400
0.89954	0.00000	1810.02400
0.90336	0.00000	1805.38300
0.90718	0.00000	1805.38300
0.91101	0.00000	1805.38300
0.91485	0.00000	1791.46000
0.91867	0.00000	1791.46000
0.92248	0.00000	1791.46000
0.92630	0.00000	1791.46000
0.93012	0.00000	1786.81900
0.93394	0.00000	1786.81900
0.93777	0.00000	1786.81900
0.94161	0.00000	1795.31200
0.94543	0.00000	1795.31200
0.94926	0.00000	1795.31200
0.95308	0.00000	1795.31200
0.95691	0.00000	1800.00000
0.96074	0.00000	1800.00000
0.96456	0.00000	1800.00000
0.96839	0.00000	1785.93700
