Time (s)   roll (deg)
0.00029	3.17147
0.01931	2.85585
0.03851	3.22106
0.05754	2.53391
0.07662	1.51403
0.09535	2.67736
0.11439	2.43050
0.13341	2.25513
0.15242	1.98551
0.17149	2.77116
0.19046	2.16950
0.20911	2.00191
0.22771	2.54407
0.24863	2.12971
0.26761	1.14964
0.28657	2.05179
0.30548	1.30159
0.32425	2.02556
0.34378	1.19291
0.36275	2.60793
0.38165	1.83875
0.40052	2.23864
0.41934	0.72383
0.43782	1.99669
0.45671	-0.54333
0.47563	2.50960
0.49449	1.60806
0.51334	2.58087
0.53221	0.85598
0.55073	1.34339
0.56959	1.82072
0.58844	0.74593
0.60727	0.70390
0.62612	0.76842
0.64462	1.42692
0.66347	1.25751
0.68229	1.82463
0.70111	0.14440
0.71995	1.47449
0.73878	-0.26053
0.75726	0.91285
0.77593	-1.07568
0.79460	1.17238
0.81327	0.20909
0.83194	-0.11312
0.85062	0.73382
0.86916	0.21555
0.88809	1.39701
0.90705	-0.24944
0.92611	1.52036
0.94509	-0.02091
0.96400	1.28398
0.98252	-0.56170
1.00136	0.38928
1.02020	-0.78387
1.03903	0.51256
1.05788	-0.82662
1.07638	0.86707
1.09521	0.67354
1.11404	0.18444
1.13287	0.09854
1.15173	-1.47886
1.17060	2.24658
1.18911	-1.41417
1.20797	0.51844
1.22665	-1.56645
1.24560	0.75584
1.26449	0.17791
1.28336	0.42093
1.30187	0.18593
1.32073	0.57041
1.33958	0.69422
1.35843	0.35885
1.37728	0.41248
1.39613	-0.75993
1.41462	0.39342
1.43347	-0.43618
1.45243	0.00138
1.47137	-0.27200
1.49026	1.21760
1.50878	0.36651
1.52775	0.82419
1.54682	1.08493
1.56572	0.91821
1.58459	0.04698
1.60354	0.44827
1.62214	1.15025
1.64099	1.08576
1.65985	1.21907
1.67869	1.57360
1.69756	1.06198
1.71641	1.26181
1.73492	1.30741
1.75378	2.00828
1.77262	0.79140
1.79145	2.33125
1.81029	2.60803
1.82930	2.57366
1.84814	0.42788
1.86698	1.12981
1.88584	2.23747
1.90472	0.32163
1.92356	2.03390
1.94205	0.88780
1.96089	1.76764
1.97973	1.48919
1.99855	2.44280
2.01738	0.85056
2.03622	2.10679
2.05471	3.59963
2.07356	2.81589
2.09240	2.04327
2.11122	0.99990
2.13009	1.04106
2.14894	1.30196
2.16745	2.10400
2.18630	1.39963
2.20522	3.14622
2.22430	1.74908
2.24324	2.01120
2.26184	1.28543
2.28076	1.38345
2.29973	0.85437
2.31869	1.28024
2.33759	1.50820
2.35646	1.44460
2.37498	0.31824
2.39382	0.55933
2.41266	1.94527
2.43150	-0.52321
2.45045	0.99642
2.46939	0.46740
2.48794	1.81552
2.50674	0.15713
2.52580	1.19508
2.54468	0.62450
2.56357	0.78178
2.58244	0.63052
2.60096	-0.05854
2.61981	2.87695
2.63864	0.52089
2.65748	0.82104
2.67633	1.24199
2.69483	0.84821
2.71367	0.60688
2.73251	1.10707
2.75135	2.14419
2.77019	1.34599
2.78903	0.77880
2.80753	0.72239
2.82636	1.15278
2.84519	0.48720
2.86403	1.81249
2.88292	0.58601
2.90179	2.18717
2.92028	1.34017
2.93915	2.27711
2.95799	0.58165
2.97693	-0.21745
2.99584	1.78190
3.01471	2.17710
3.03324	2.17529
3.05207	-0.53852
3.07092	1.58245
3.08977	1.23818
3.10861	1.63250
3.12710	1.36909
3.14594	1.08452
3.16480	2.09602
3.18363	1.52480
3.20246	1.28310
3.22142	2.09921
3.24003	0.65407
3.25889	0.32759
3.27774	1.53054
3.29659	-0.62527
3.31544	1.57001
3.33372	1.66032
3.35234	1.57288
3.37120	2.93381
3.39005	0.71661
3.40888	1.32023
3.42772	0.85243
3.44663	2.14534
3.46527	1.08495
3.48414	0.79903
3.50298	-1.12468
3.52190	1.52305
3.54077	-0.54714
3.55890	2.76455
3.57780	0.51812
3.59666	0.65627
3.61551	0.92697
3.63435	0.70359
3.65324	1.28156
3.67188	0.36108
3.69077	1.33336
3.70961	0.57221
3.72851	1.46671
3.74738	0.68151
3.76624	1.30989
3.78477	-0.97508
3.80362	1.25712
3.82245	0.32821
3.84129	0.46066
3.86012	0.45652
3.87898	0.30259
3.89749	0.68716
3.91633	-0.19588
3.93516	1.03956
3.95399	-0.81811
3.97283	1.59525
3.99131	-0.21607
4.01015	1.59487
4.02899	-0.43099
4.04782	0.19522
4.06665	0.51782
4.08550	1.06310
4.10398	0.66820
4.12283	0.20433
4.14167	1.22171
4.16052	2.38697
4.17937	0.70248
4.19822	-0.20907
4.21678	0.00320
4.23576	0.78202
4.25465	-0.40653
4.27352	0.82621
4.29240	0.82779
4.31128	0.55532
4.32980	0.88780
4.34874	1.17270
4.36767	0.73202
4.38656	1.08527
4.40542	0.61776
4.42397	1.87579
4.44281	1.06247
4.46181	0.86184
4.48074	1.04187
4.49961	-0.17977
4.51851	0.73588
4.53706	0.35844
4.55604	2.04347
4.57495	0.99560
4.59389	1.37060
4.61281	-0.97924
4.63174	1.60642
4.65034	0.59769
4.66927	1.24022
4.68814	-0.01107
4.70698	1.46280
4.72583	1.15198
4.74484	0.02737
4.76368	1.34781
4.78251	0.20398
4.80135	0.62542
4.82019	0.74516
4.83903	1.50358
4.85752	0.61700
4.87636	1.33955
4.89520	0.67250
4.91403	0.32015
4.93287	1.06243
4.95170	-0.03343
4.97017	1.57415
4.98903	-0.00851
5.00786	1.84354
5.02675	0.01096
5.04571	1.15014
5.06459	-0.06161
5.08311	0.73460
5.10196	-0.97590
5.12080	0.98156
5.13969	-0.67428
5.15856	1.23263
5.17708	0.22021
5.19592	0.68188
5.21474	0.99248
5.23376	0.02533
5.25273	0.77044
5.27160	0.01776
5.29013	1.39169
5.30897	-0.13339
5.32791	1.41160
5.34678	-0.83774
5.36564	1.02098
5.38450	-0.43239
5.40300	-0.48586
5.42188	-0.13929
5.44073	0.87356
5.45925	0.78441
5.47821	-0.05206
5.49709	-0.56082
5.51562	0.12458
5.53447	2.23435
5.55337	-0.19639
5.57224	0.33347
5.59109	-0.14120
5.60960	0.56225
5.62844	0.13754
5.64728	1.25980
5.66611	-0.65329
5.68494	1.79097
5.70378	-0.95635
5.72260	1.56753
5.74153	0.28306
5.76039	0.14367
5.77924	1.24901
5.79809	0.57942
5.81694	-0.91142
5.83545	0.69736
5.85429	1.10707
5.87312	1.06396
5.89197	1.51681
5.91080	0.79939
5.92964	1.98476
5.94814	0.38613
5.96698	0.93319
5.98581	-1.06738
6.00465	2.43826
6.02349	1.54727
6.04197	0.60716
6.06081	-0.16495
6.07966	1.78535
6.09848	1.15215
6.11732	0.79169
6.13615	0.43330
6.15464	1.34490
6.17348	1.95584
6.19232	0.67645
6.21115	1.10707
6.22981	-0.61043
6.24879	0.73616
6.26738	-0.20702
6.28628	0.80115
6.30520	-0.47129
6.32422	0.39683
6.34319	0.33987
6.36215	1.19615
6.38075	0.19804
6.39973	0.80665
6.41872	-0.38228
6.43759	0.87031
6.45659	0.47977
6.47523	-0.26388
6.49411	0.85806
6.51298	0.13230
6.53187	0.43198
6.55054	-0.54684
6.56944	0.78839
6.58798	-0.78450
6.60684	0.76166
