Thrust (N)   RPM
3.96075	5207.47900
3.91877	5247.96200
3.91406	5229.72900
3.94953	5252.01600
4.03869	5249.49600
3.74721	5257.05600
3.54953	5269.05100
3.67910	5269.65700
4.17946	5253.49000
4.15505	5282.25800
4.02873	5286.59700
3.94950	5260.97000
4.19714	5284.77800
3.89075	5289.10400
3.86200	5259.02400
3.70505	5286.59700
3.63571	5255.98400
3.50953	5282.25800
3.48576	5289.10400
3.53277	5284.77800
3.81926	5286.59700
3.71017	5284.77800
3.72235	5258.47700
3.81996	5281.58400
3.96749	5282.25800
3.98965	5284.09100
3.59679	5269.65700
3.50935	5276.57100
3.49506	5269.65700
3.49234	5269.05100
3.50893	5271.55700
3.66518	5290.54000
3.52218	5261.53100
3.57262	5280.40500
3.77725	5279.73800
3.52070	5277.87100
3.50084	5246.49000
3.49469	5277.21800
3.51158	5275.33800
3.56439	5248.99700
3.75992	5272.80400
3.81750	5274.69800
4.03462	5270.27000
3.60422	5270.27000
3.50216	5284.77800
3.56209	5257.05600
3.49384	5256.51700
3.71687	5254.53600
4.12868	5259.02400
3.55769	5269.05100
3.50591	5285.47300
3.50795	5292.33800
3.50051	5288.00700
3.50119	5287.29800
3.50451	5285.47300
3.49435	5264.61700
3.52916	5261.53100
3.83058	5254.53600
3.86115	5254.01000
3.97054	5254.53600
3.73630	5254.01000
4.20648	5280.40500
4.20601	5254.53600
4.20319	5256.51700
4.20982	5282.93900
4.19068	5277.21800
4.17242	5249.49600
4.21224	5251.50400
3.56899	5277.87100
3.62894	5259.57600
3.78041	5248.99700
4.19812	5275.33800
3.92355	5284.77800
4.06472	5270.27000
3.95494	5272.17700
4.00140	5270.27000
3.99488	5262.09600
4.07657	5238.97000
3.93968	5270.27000
3.69102	5243.98400
3.52330	5267.73600
3.69902	5243.98400
3.51434	5272.80400
3.72642	5241.47700
4.09117	5269.65700
4.18313	5260.13500
4.08740	5264.61700
4.20837	5265.20200
4.21250	5267.73600
4.20470	5264.61700
4.13206	5262.66900
3.80416	5238.97000
4.06140	5270.27000
4.26369	5246.49000
4.09441	5251.50400
3.73738	5244.45500
3.76291	5274.69800
3.51583	5244.45500
3.48511	5277.21800
4.08246	5275.33800
3.60680	5272.80400
3.54788	5238.97000
3.51481	5275.33800
3.48960	5275.33800
3.49991	5251.50400
3.67480	5277.87100
4.17600	5274.69800
3.98297	5252.01600
3.52955	5279.73800
4.12253	5280.40500
3.93114	5259.02400
3.50100	5254.01000
3.51446	5259.57600
3.64323	5259.02400
3.66865	5254.53600
3.54382	5259.02400
3.51225	5277.87100
3.56124	5284.77800
4.21112	5284.77800
4.20381	5293.07400
4.04467	5284.77800
3.57341	5285.47300
3.86465	5259.02400
3.50816	5249.49600
4.03880	5259.02400
4.20121	5254.01000
3.68079	5257.05600
4.18038	5262.09600
3.96561	5259.57600
4.18251	5269.05100
4.19494	5266.54400
4.19237	5262.09600
4.19463	5266.54400
4.13515	5293.07400
4.19818	5271.55700
4.19728	5272.17700
3.57772	5271.55700
3.54967	5276.57100
4.20406	5277.21800
4.19832	5279.07700
3.78727	5289.81900
3.63907	5286.59700
3.92166	5287.29800
4.14134	5276.57100
4.18247	5258.47700
3.95841	5284.77800
3.67330	5289.10400
3.96858	5266.54400
3.61887	5294.11700
4.15796	5291.61100
4.14189	5289.81900
4.02230	5269.05100
4.09881	5297.37900
3.93598	5268.45000
3.86811	5265.95700
3.68697	5294.85900
3.65986	5268.45000
4.07616	5292.33800
4.19384	5265.95700
4.17946	5292.33800
4.21532	5304.93900
4.13449	5294.11700
3.91341	5292.33800
3.99980	5296.62400
3.65840	5284.77800
3.50282	5291.61100
3.53684	5260.97000
4.20962	5282.25800
3.87253	5284.09100
3.50858	5287.29800
3.50961	5284.09100
3.50022	5277.21800
3.48995	5284.09100
3.49802	5284.09100
3.56444	5274.69800
3.53776	5277.21800
3.60142	5274.69800
4.10347	5294.85900
4.09910	5266.54400
3.60815	5262.09600
3.48761	5261.53100
3.56940	5259.57600
3.51363	5254.01000
3.49641	5275.33800
3.49191	5272.80400
3.48472	5279.73800
3.52999	5249.49600
3.52600	5279.73800
3.49140	5279.73800
3.49748	5275.33800
3.51665	5248.99700
3.51301	5277.87100
3.49564	5279.73800
3.48794	5254.53600
3.50766	5259.57600
4.15623	5264.03700
3.62658	5272.17700
3.49130	5266.54400
3.49652	5262.09600
3.49474	5274.06400
